公司名称,工商名称,公司网址,成立时间,地点,运营状态,行业,子行业,融资时间,轮次,融资金额,投资方,融资总额,估值,团队,公司简介,详细地址,公开电话,公开邮箱,笔记
智山机器人,北京智山机器人科技有限责任公司,http://www.zhishanrobot.com,2015-12,北京-朝阳区,运营中,硬件,机器人,2018-01-30,A轮,未透露人民币,蓝杉创投,200万,未透露,"崔杰:CEO,亓恒海:公司负责人,赖志林:公司负责人",智山机器人致力于提供全球领先的自主导航智能移动机器人，为无人仓库及生产车间提供仓储搬运及生产管理的智能化解决方案。,北京市朝阳区北苑路媒体村天畅园5号楼,010-5942-2332,peter.cuijie@aliyun.com,-
,,,,,,,,2017-03-14,种子轮,200万人民币,清投智能,,,,,,,,
瓦力泰克,深圳瓦力泰克智能机器人科技有限公司,http://www.sztuling.com/,2015-12,广东-深圳,运营中,硬件,机器人,-,-,-,-,-,-,金克胜:CEO,瓦力泰克是一家研究机器人领域的公司，正完成智能家居机器人、工业机器人、特种机器人等各种机器人产品系统性研发，并同时打造研、产、销服务一体的产业链。,广东省深圳市南山区桃源街道留仙大道1183号南山云谷创新产业园综合服务楼611-616,0755-8213-1809 ,2851839523@qq.com,-
飞眼无人机,天津飞眼无人机科技有限公司,http://www.feyeuav.com/,2015-10,天津-滨海新区,运营中,硬件,飞行器,2016-05-01,天使轮,1000万人民币,-,1000万,5000万元,夏萍:CEO,飞眼无人机是一家无人机研发的公司，致力于为无人机应用服务，无人机研发，持续开发全新无人机应用场景，目前已有的如农业系统、公安系统、电力系统、油气管道系统等。,天津市滨海区临港经济区泰港工业园10.11栋,182-2296-0703,marketing@feyeuav.com,-
比歪尔科技,比歪尔科技（深圳）有限公司,http://www.bewarer.com,2015-10,广东-深圳,运营中,硬件,传感器及中间件,-,-,-,-,-,-,涂平:总经理,比歪尔科技是一个专注打造汽车驾驶安全的产品和品牌。致力于用计算机视觉，雷达处理技术及传感器融合来探测驾驶过程中的危险，同时针对开车过程中玩手机分散注意力的带来的危险，有自己的想法和解决方案。,广东省深圳市南山区西丽街道松坪街5号松坪村三期西区4栋32E,,llm332@126.com,-
喵隐科技,杭州喵隐科技有限公司,http://eusio.com,2015-01,浙江-杭州,运营中,硬件,智能家居,-,-,-,-,-,-,"程平:总经理,王军良:公司负责人",喵隐科技是一家专注于智能硬件开发的企业，公司的第一个创意是制作一款可以体感识别游戏手柄，这款手柄应该不仅仅能用来玩游戏，还能用来操控家电。此外，公司还为客户定制开发2D游戏，目前正准备在APP store上线。,浙江省杭州市西湖区留下街道杨家牌楼百家园路79号南楼D418室,,cp@eusio.com,-
小笨智能,北京慧闻科技发展有限公司,http://www.ibenrobot.com,2016-03,北京-朝阳区,运营中,企业服务,黑科技及前沿技术,2018-03-08,B轮,数千万人民币,赢时胜,6000万,未透露,肖毅:CEO,小笨智能（北京慧闻科技发展有限公司）是一家互联网人工智能技术服务提供商之一，目前公司的产品有智能客服、智能服务机器人、智能车载语音助手、问答引擎开放平台，精益求精打磨每一款产品，带领人工智能走进更多领域。,北京市朝阳区朝阳北路145号13号楼,,,-
,,,,,,,,2017-03-29,A轮,数千万人民币,"联想创投集团,磐谷创投,清控银杏创投",,,,,,,,
聚标网络,上海聚标网络科技有限公司,http://www.d1biao.cn,2015-10,上海-浦东新区,运营中,企业服务,其他企业服务,-,-,-,-,-,-,施忠华:CEO,聚标网络是一个基于大数据、数据挖掘、机器学习和智能推荐等技术的互联网招投标信息聚合平台，致力于给企业提供一个的招标信息获取渠道的平台。旗下有“第一标”客户端。,上海市浦东新区祖冲之路1077号2幢1351室,021-6840-6332,,-
易道博识,北京易道博识科技有限公司,http://www.exocr.com,2013-03,北京-海淀区,运营中,企业服务,数据服务,2017-02-27,天使轮,数千万人民币,众合创投,3000万,1.5亿元,"朱军民:CEO,陈桃:公司负责人",易道博识是一家专注于计算机视觉、模式识别、人工智能、深度机器学习的公司，核心技术：包括身份证识别、银行卡识别、行驶证识别、发票识别、银行表单识别、支票识别、3D人脸识别、手写识别等；产品有：易开户助手。,北京市海淀区农大南路1号院2号楼3层办公B-302 ,,chenyuli82@sina.com ,-
众德迪克,众德迪克科技（北京）有限公司,http://www.robot4u.com.cn/,2012-12,北京-丰台区,运营中,硬件,机器人,2017-02-08,A轮,数千万人民币,-,3000万,1.5亿元,"贾相晟:董事长,宫兆涛:CEO",众德迪克是一家专业从事服务机器人、智能科技产品及智能装备研发、制造和销售的国家高新技术企业，在国内最早推进快消、金融、机场、医疗、政务、智慧城市等商务领域智能机器人平台服务。,,,,-
三固科技,三固（厦门）科技有限公司,http://www.sangoods.com,2013-06,福建-厦门,运营中,企业服务,IT基础设施,2017-01-04,天使轮,1000万人民币,同方厚持,1000万,5000万元,林少斌:公司负责人,三固科技是一家以机器代替人工为核心，为客户提供整体自动化解决方案的高新技术企业，致力于机器视觉的开发以及自动化机械的设计等，为客户提供完整的人工替代解决方案。,福建省厦门市集美区北部工业区天凤路217号,400-882-1986,xmsangukeji@163.com,-
丽恒光微,上海丽恒光微电子科技有限公司,http://www.lexvu.com,2010-08,上海-浦东新区,运营中,硬件,综合硬件,2014-03-26,A轮,未透露人民币,国科嘉和,-,未透露,毛剑宏:CEO,丽恒光微是一家专用设备制造企业。公司主要生产红外热成像仪和气压计两大类产品，红外热像仪的主要市场目标为：安防监控、车载夜视、专业无人机、智能家居、智能手机以及健康医疗等应用。气压计主要市场目标为 智能手机、无人机、平板电脑和智能可穿戴等移动终端应用。,中国（上海）自由贸易试验区龙东大道3000号5号楼501B室,021-5137-0848,ivy_lu@lexvu.com,-
对岸科技,上海对岸信息科技有限公司,http://www.doonesoft.com,2016-01,上海-浦东新区,运营中,工具软件,其他工具,-,-,-,-,-,-,王溪华:CEO,对岸科技是一家专业从事（人工智能）智能交互技术的信息科技企业，可以实现近乎完美的人机交互。,上海市浦东新区南汇新城镇环湖西二路888号1幢1区25047室,021-6115-4610,evan.xia@doonesoft.com,-
欣奕华,阜阳欣奕华材料科技有限公司,http://www.sineva.com,2013-05,安徽-阜阳,运营中,硬件,其他硬件服务,2016-11-22,B轮,未透露人民币,宏海投资,-,未透露,王彦军:CEO,欣奕华是一家材料产业基地，从事光阻剂、液晶、OLED、生物医药、碳纳米等高新材料的开发与生产，建成高自动化程度的垂直流布置合成生产线以及彩色光阻剂生产线。,安徽省阜阳市阜合产业园区天柱山路1号,055-8392-6888 ,fysineva@sineva.com.cn,-
,,,,,,,,2014-08-20,A轮,未透露人民币,海林投资,,,,,,,,
方得智能,杭州方得智能科技有限公司,http://www.fitme.ai,2015-05,浙江-杭州,运营中,企业服务,数据服务,2017-08-01,Pre-A轮,800万人民币,魔秀科技,1100万,未透露,彭黔平:创始人,方得智能是一个对话式商业平台，以自有知识产权的自然语言理解和对话引擎为基础，向合作伙伴提供集合数据、服务和商业的一站式人工智能对话机器人，通过统一的运营平台建立完整、共赢的闭环生态系统。,浙江省杭州市余杭区仓前镇仓兴街1号梦想小镇创业大街8号楼,0571-2823-0152,data@fitme.ai,-
,,,,,,,,2015-11-01,天使轮,数百万人民币,-,,,,,,,,
CC英语,贵州西西沃教育科技股份有限公司,http://www.cc-english.com/,1995-06,贵州-贵阳,运营中,教育,语言学习,2017-01-18,A轮,未透露人民币,湖畔山南资本,-,未透露,,CC英语成立于1995年，旗下产品主要为CIVA微课机器人，包括口语机器人、学习机器人、中考机器人、高考机器人和测试机器人等五款App。隶属于贵州西西沃教育科技股份有限公司。,贵州省贵阳市南明区遵义路105号万巷国际A栋1单元7层1号,,,-
恒通环境,北京恒通国盛环境管理有限公司,http://www.hengtbj.com/,2014-09,北京-石景山区,运营中,硬件,机器人,2017-02-07,A轮,3000万人民币,复星集团,3600万,未透露,刘许童:CEO,恒通环境是一家国内下水道清淤机器人公司，集工业机器人技术及装备研发、系统设计、工程施工、运营管理以及第三方服务于一体。,,,,-
,,,,,,,,2015-01-16,天使轮,数百万人民币,上海融翼资本,,,,,,,,
,,,,,,,,2014-09-17,种子轮,数百万人民币,钢为网,,,,,,,,
DASINFO点石数据,北京杜英数据科技有限公司,,2016-07,北京-海淀区,运营中,金融,投融资,-,-,-,-,-,-,"宋炜:CEO,张宇翔:CEO",DASINFO点石数据是专注于一级市场的数据智库，通过整理和分析大量数据，并通过机器学习、大数据算法和可视化数据分析来帮助天使投资人、VC、PE、上市公司、母基金及政府等更智能化的决策。,北京市海淀区阜外亮甲店1号恩济西园产业园4号楼4-1-3,,2712700596@qq.com,-
昇星科技,杭州昇星网络科技有限公司,http://www.soaringnova.com/,2015-12,浙江-杭州,运营中,企业服务,行业信息化及解决方案,2016-05-03,天使轮,数百万人民币,-,300万,1500万元,骆裕龙:CEO,昇星科技是一家高新技术企业，拥有国内顶尖核心技术，包含计算机视觉、人工智能、人脸识别、图像三维云识别、SLAM、语音识别等，用大数据解决行业难题。主营产品有基于计算机视觉技术的大数据推荐移动端平台—观见、线下消费者行为数据全域管理系统—T99。昇星科技拥有多名博士作为主要技术骨干，组建世界一流的团队,,,,-
钢铁侠科技,北京钢铁侠科技有限公司,http://www.artrobot.com,2015-09,北京-海淀区,运营中,硬件,机器人,2017-02-13,A轮,数千万人民币,-,3000万,1.5亿元,张锐:执行董事兼总经理,钢铁侠科技是一家专门从事双足大仿人机器人研发及推广的科技公司，致力于研发最先进的机器人，提供仿人机器人整体解决方案，同时在机器人关键零部件方面做到了完全自主研发，研发的大型仿人机器人，可用于科研教学、展览展示、行业应用。,,,,-
PerceptIn,深圳普思英察科技有限公司,http://www.perceptin.com.cn/cn,2016-08,广东-深圳,运营中,硬件,传感器及中间件,2017-12-28,Pre-B轮,100万人民币,金蝶国际,1.13亿,未透露,"刘少山 :CEO,张哲:联合创始人",Perceptln普思英察是一家人工智能领域初创公司，致力于为机器人提供完全基于视觉的SLAM解决方案，提供手机芯片处理、单目摄像头SLAM等低成本、算法提升精确度的方案，主要用于扫地机器人、车载ADAS等产品。,深圳市南山区南山街道南山大道新绿岛大厦3A36,,,-
,,,,,,,,2017-09-19,A+轮,1100万美元,Samsung Ventures三星,,,,,,,,
,,,,,,,,2017-02-14,A轮,数千万人民币,"经纬中国,华登国际,TEEC Angel Fund",,,,,,,,
,,,,,,,,2016-09-14,天使轮,160万美元,华登国际,,,,,,,,
医语通,北京中科汇能科技有限公司,http://www.hwinner.com/,2013-11,北京-朝阳区,运营中,医疗健康,其他医疗服务,2017-02-23,天使轮,数百万人民币,创业工场VenturesLab,300万,1500万元,杨文骥:CEO,医语通是一个医用人工智能语音识别系统。允许医生多场景实时录入病历，通过麦克风口述病历内容，实时将语音转换为文字，并记录到电子病历系统中。北京中科汇能科技有限公司旗下产品。,,,,-
金节点数据,北京瑞景汇科技有限公司,http://www.jinjiedian.com,2016-02,北京-朝阳区,运营中,企业服务,数据服务,-,-,-,-,-,-,高秋菊:CEO,金节点数据是一家金融行业自然语言处理解决方案提供商，以促进数据价值交换为核心，专注为金融客户提供大数据商业智能服务，隶属于北京瑞景汇科技有限公司。,,,,-
物灵科技,北京物灵智能科技有限公司,https://ling.ai/,2016-09,北京-朝阳区,运营中,硬件,机器人,2018-07-05,Pre-A轮,1.5亿人民币,-,2.25亿,未透露,"刘光:创始人,何华杰:联合创始人,丁衣:联合创始人,顾嘉唯:CEO",物灵科技于2016年9月在北京成立，是面向全球的人工智能科技公司。物灵瞄准下一个AI智联网时代，专注于设计、研发、生产、销售及运营一系列AI消费品，致力发展成为国内外面向消费者市场及家庭场景的人工智能产品领域的一线品牌。,北京市朝阳区望京浦项中心A座36层,400-666-5050,,-
,,,,,,,,2016-12-10,战略投资,7500万人民币,-,,,,,,,,
开易科技,开易（北京）科技有限公司,http://www.adasplus.com/,2016-06,北京-海淀区,运营中,汽车交通,车联网及硬件,2017-01-09,天使轮,数百万人民币,启道创投,300万,1500万元,刘鹏:CEO,开易科技致力于通过图像识别、机器学习和人工智能技术，为汽车提供高精确度的辅助驾驶安全算法。我们不但着眼于前装ADAS算法，还专门为后装市场设计了算法模型，为车载智能硬件提供ADAS SDK，在各种硬件平台上实现准确的ADAS功能，未来将为自动驾驶领域作出更大的贡献。,,,,-
维顶机器人,沈阳维顶机器人有限公司,http://www.sywelding.com/products_list.html,2011-05,辽宁-沈阳,运营中,硬件,机器人,-,-,-,-,-,-,周安:创始人,维顶机器人是一家以“机器人应用为核心，为客户提供自动化解决方案的智能装备制造”高科技有限公司，具有独立研发、设计、加工、装配、调试大型工业机器人装备、焊接工作站、自动化生产线及系列化服务的能力。,,,,-
